Rentrée universitaire,catégorie d'établissement,secteur d'établissement,code UAI de l'établissement,sigle de l'établissement,libellé de l'établissement,libellé complémentaire de l'établissement,Code UAI de la composante,sigle de la composante,libellé de la composante,libellé complémentaire de la composante,id région,région,id académie,académie,id département,département,id unité urbaine,unité urbaine,code commune,Commune,gps,degetu,degre_etudes,nombre total d’étudiants inscrits hors doubles inscriptions université/CPGE,dont femmes,dont hommes
2024,Écoles paramédicales hors université,Privé,0352048L,IFE,INST FORMATION EN ERGOTHERAPIE,CHU PONTCHAILLOU RENNES,0352048L,IFE,INST FORMATION EN ERGOTHERAPIE,CHU PONTCHAILLOU RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12458357747719, -1.6972700543419283",1.0,BAC + 1,79,56,23
2024,Écoles paramédicales hors université,Privé,0352048L,IFE,INST FORMATION EN ERGOTHERAPIE,CHU PONTCHAILLOU RENNES,0352048L,IFE,INST FORMATION EN ERGOTHERAPIE,CHU PONTCHAILLOU RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12458357747719, -1.6972700543419283",3.0,BAC + 3,78,78,0
2024,Écoles paramédicales hors université,Public,0350098S,FORM SANTE,CENTRES FORM METIERS SANTE,CHRU PONTCHAILLOU RENNES,0350098S,FORM SANTE,CENTRES FORM METIERS SANTE,CHRU PONTCHAILLOU RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.116772952110914, -1.6957703345558421",2.0,BAC + 2,224,224,0
2024,Écoles paramédicales hors université,Public,0351858E,FORM SANTE,INST FORM MANIP ELECTRORADIO M,CHRU PONTCHAILLOU,0351858E,FORM SANTE,INST FORM MANIP ELECTRORADIO M,CHRU PONTCHAILLOU,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11677284514961, -1.6957730174259924",3.0,BAC + 3,22,22,0
2024,Écoles préparant aux fonctions sociales,Privé,0350730D,EC SAN SOC,ECOLE ET CFA DES METIERS SANIT,ASKORIA,0350730D,EC SAN SOC,ECOLE ET CFA DES METIERS SANIT,ASKORIA,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.125758769482644, -1.7013896297672235",3.0,BAC + 3,70,70,0
2024,Universités,Public,0292473F,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0351580C,UFR SPM,UFR SCIENCES ET PROPRIETES DE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",5.0,BAC + 5,7,4,3
2024,Universités,Public,0292473F,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0351583F,UFR PHILO,UFR PHILOSOPHIE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118812719023005, -1.6453299161943138",5.0,BAC + 5,3,1,2
2024,Universités,Public,0292473F,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0352424V,UFR ART LET,UFR ARTS LETTRES COMMUNICATION,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",5.0,BAC + 5,61,46,15
2024,Universités,Public,0292473F,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0352427Y,UFR LG CULT,UFR LANGUES CULTURES ETR REG,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",4.0,BAC + 4,53,42,11
2024,Universités,Public,0292473F,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0352427Y,UFR LG CULT,UFR LANGUES CULTURES ETR REG,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",5.0,BAC + 5,37,26,11
2024,Universités,Public,0292473F,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0352510N,CFMI,CFMI,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",5.0,BAC + 5,3,3,0
2024,Universités,Public,0292473F,U BREST,UNIVERSITE  BREST,BRETAGNE OCCIDENTALE,0352863X,INSPE RENNES,INSPE ACADEMIE RENNES,UNIVERSITE BREST,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.122280577120854, -1.6840004580597403",1.0,BAC + 1,41,37,4
2024,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,RENNES 2,0350919J,UFR STAPS,UFR STAPS,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12587698771854, -1.7005505598348052",1.0,BAC + 1,629,188,441
2024,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,RENNES 2,0352424V,UFR ART LET,UFR ARTS LETTRES COMMUNICATION,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",1.0,BAC + 1,2344,1614,730
2024,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,RENNES 2,0352424V,UFR ART LET,UFR ARTS LETTRES COMMUNICATION,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",3.0,BAC + 3,1387,989,398
2024,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,RENNES 2,0352424V,UFR ART LET,UFR ARTS LETTRES COMMUNICATION,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",4.0,BAC + 4,517,353,164
2024,Universités,Public,0350937D,U RENNES 2,UNIVERSITE,RENNES 2,0352425W,UFR SC SOC,UFR SCIENCES SOCIALES,UNIVERSITE RENNES 2,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12421121482742, -1.7002097435784336",6.0,BAC + 6 et plus,86,37,49
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0350697T,IUT RENNES,IUT RENNES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12221682828508, -1.6287404076512841",1.0,BAC + 1,761,275,486
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0350697T,IUT RENNES,IUT RENNES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12221682828508, -1.6287404076512841",4.0,BAC + 4,18,13,5
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0350899M,UFR ODONTOLOG,UFR ODONTOLOGIE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",3.0,BAC + 3,69,41,28
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0351573V,UFR SC JURID,UFR SCIENCES JURIDIQUES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11795556476907, -1.6697200276533222",2.0,BAC + 2,882,630,252
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0351574W,UFR SC ECO,UFR SC ECO ET ECO APPLIQUEE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11610498006906, -1.6765806138697112",1.0,BAC + 1,711,308,403
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0351574W,UFR SC ECO,UFR SC ECO ET ECO APPLIQUEE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11610498006906, -1.6765806138697112",2.0,BAC + 2,400,186,214
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0351574W,UFR SC ECO,UFR SC ECO ET ECO APPLIQUEE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11610498006906, -1.6765806138697112",3.0,BAC + 3,386,172,214
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0351576Y,UFR SC MEDICAL,UFR SCIENCES MEDICALES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",4.0,BAC + 4,404,300,104
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0351576Y,UFR SC MEDICAL,UFR SCIENCES MEDICALES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",5.0,BAC + 5,705,491,214
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0351576Y,UFR SC MEDICAL,UFR SCIENCES MEDICALES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",6.0,BAC + 6 et plus,2380,1476,904
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0351579B,UFR MATHS,UFR MATHEMATIQUES,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",6.0,BAC + 6 et plus,43,5,38
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0351580C,UFR SPM,UFR SCIENCES ET PROPRIETES DE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",0.0,Inférieur ou égal au baccalauréat,102,66,36
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0352076S,UFR SC VIE ENV,UFR SCIENCES VIE ENVIRONNEMENT,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",1.0,BAC + 1,794,512,282
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0352786N,ESIR,ECOLE SUPERIEURE INGENIEURS RE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.114452391497785, -1.6467986203667293",2.0,BAC + 2,69,12,57
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0352798B,OSEREN,OBS SCIENCES ENVIRONNEMENT REN,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118812719023005, -1.6453299161943138",5.0,BAC + 5,217,129,88
2024,Universités,Public,0353074B,EPE UR,UNIVERSITE,DE RENNES (EPE),0352815V,UFR INFORM ELE,UFR INFORMATIQUE ELECTRONIQUE,UNIVERSITE DE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11412271889446, -1.6376903820335271",1.0,BAC + 1,366,65,301
2024,Universités,Public,0353074B,IEP RENNES,INST ETUD POLITIQUES RENNES,SC PO RENNES,0352317D,IEP RENNES,INST ETUD POLITIQUES RENNES,SC PO RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.121160332309735, -1.6684861638310517",1.0,BAC + 1,202,118,84
2023,Écoles paramédicales hors université,Public,0350098S,FORM SANTE,CENTRES FORM METIERS SANTE,CHRU PONTCHAILLOU RENNES,0350098S,FORM SANTE,CENTRES FORM METIERS SANTE,CHRU PONTCHAILLOU RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.116772952110914, -1.6957703345558421",3.0,BAC + 3,182,147,35
2023,Écoles paramédicales hors université,Public,0352087D,FORM SANTE,CENTRES FORM METIERS SANTE,CTRE HOSP SPE G REGNIER RENNES,0352087D,FORM SANTE,CENTRES FORM METIERS SANTE,CTRE HOSP SPE G REGNIER RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11531782496442, -1.6384495254941025",2.0,BAC + 2,116,97,19
2022,Écoles d'ingénieurs,Public,0352480F,ENSAI BRUZ,EN STAT ANALYSE INFO BRUZ,nan,0352480F,ENSAI BRUZ,EN STAT ANALYSE INFO BRUZ,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.05076529885353, -1.7418695846123484",3.0,BAC + 3,143,37,106
2022,Écoles d'ingénieurs,Public,0352480F,ENSAI BRUZ,EN STAT ANALYSE INFO BRUZ,nan,0352480F,ENSAI BRUZ,EN STAT ANALYSE INFO BRUZ,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.05076529885353, -1.7418695846123484",6.0,BAC + 6 et plus,18,6,12
2022,Écoles d'ingénieurs,Public,0353074B,ENSCR,ENS CHIMIE RENNES,nan,0350077U,ENSCR,ENS CHIMIE RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118299775277826, -1.6332702117240678",2.0,BAC + 2,93,60,33
2022,Écoles d'ingénieurs,Public,0353074B,ENSCR,ENS CHIMIE RENNES,nan,0350077U,ENSCR,ENS CHIMIE RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118299775277826, -1.6332702117240678",3.0,BAC + 3,88,52,36
2022,Écoles d'ingénieurs,Public,0353074B,ENSCR,ENS CHIMIE RENNES,nan,0350077U,ENSCR,ENS CHIMIE RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118299775277826, -1.6332702117240678",4.0,BAC + 4,85,55,30
2022,Écoles d'ingénieurs,Public,0353074B,ENSCR,ENS CHIMIE RENNES,nan,0350077U,ENSCR,ENS CHIMIE RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118299775277826, -1.6332702117240678",5.0,BAC + 5,102,62,40
2022,Écoles d'ingénieurs,Public,0353074B,INSA RENNES,INST NAT SC APPLIQ RENNES,nan,0350097R,INSA RENNES,INST NAT SC APPLIQ RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1215800418907, -1.6329696980490491",3.0,BAC + 3,423,127,296
2022,Écoles d'ingénieurs,Public,0353074B,INSA RENNES,INST NAT SC APPLIQ RENNES,nan,0350097R,INSA RENNES,INST NAT SC APPLIQ RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1215800418907, -1.6329696980490491",4.0,BAC + 4,428,153,275
2022,Écoles d'ingénieurs,Public,0353074B,INSA RENNES,INST NAT SC APPLIQ RENNES,nan,0350097R,INSA RENNES,INST NAT SC APPLIQ RENNES,nan,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1215800418907, -1.6329696980490491",6.0,BAC + 6 et plus,112,28,84
2018,Écoles d'architecture,Public,0350089G,EC ART PU,ECOLE NAT. SUP. ARCHITECTURE,DE BRETAGNE,0350089G,EC ART PU,ECOLE NAT. SUP. ARCHITECTURE,DE BRETAGNE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.119332287323736, -1.6834495168778594",,,642,392,250
2018,Autres écoles de spécialités diverses,Privé,0352192T,,,,0352192T,,,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,,,,47,2,45
2018,Autres écoles de spécialités diverses,Privé,0352449X,,,,0352449X,,,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,,,,66,20,46
2018,Autres écoles de spécialités diverses,Privé,0352550G,ECP PR,ECOLE TECHNIQUE PRIVEE,ECOLE DE DESIGN DE BRETAGNE,0352550G,ECP PR,ECOLE TECHNIQUE PRIVEE,ECOLE DE DESIGN DE BRETAGNE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11270935205987, -1.6880298266594473",,,133,92,41
2018,Autres écoles de spécialités diverses,Privé,0754939L,ESI SUP'INFO,EC SUPERIEURE INFORMATIQUE,SUP'INFO,0352876L,ESI SUP'INFO,SUPINFO,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.12751255269143, -1.6278205365533993",,,82,5,77
2018,"Écoles de commerce, gestion et vente",Privé,0351884H,CFA,CTRE DE FORMATION D'APPRENTIS,FACULTE DES METIERS CCI ILLE-E,0351884H,CFA,CTRE DE FORMATION D'APPRENTIS,FACULTE DES METIERS CCI ILLE-E,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,,,,150,83,67
2018,"Écoles de commerce, gestion et vente",Privé,0352548E,EC SUP PR,ISTER,INSTITUT EUROPEEN DE FORMATION,0352548E,EC SUP PR,ISTER,INSTITUT EUROPEEN DE FORMATION,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.100970347352806, -1.6509001835872932",,,27,15,12
2018,Écoles d'ingénieurs,Privé,0942095S,EPITA,EC INFORMATIQUE TECH AVANCEES,,0352909X,EPITA,EC SUP PRIVEE,INFORMATIQUE TECH AVANCEES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.103713208485864, -1.688500603696784",,,28,2,26
2018,Écoles d'ingénieurs,Public,0350095N,EHESP RENNES,EC HTES ETUD SANTE PUB RENNES,,0350095N,EHESP RENNES,EC HTES ETUD SANTE PUB RENNES,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11634510265663, -1.7023595504452675",,,416,304,112
2018,Écoles d'ingénieurs,Public,0352480F,ENSAI BRUZ,EN STAT ANALYSE INFO BRUZ,,0352480F,ENSAI BRUZ,EN STAT ANALYSE INFO BRUZ,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.05076529885353, -1.7418695846123484",,,530,194,336
2018,Lycées,Privé,0350778F,LG PR,LYCEE GENERAL PRIVE,ASSOMPTION,0350778F,LG PR,LYCEE GENERAL PRIVE,ASSOMPTION,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12237920961309, -1.6589194034352435",,,210,51,159
2018,Lycées,Privé,0350795Z,LPO PR METIER,LYC POLYVAL PRIVE DES METIERS,DE LA SALLE,0350795Z,LPO PR METIER,LYC POLYVAL PRIVE DES METIERS,DE LA SALLE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12536025658285, -1.6686393691236232",,,482,187,295
2018,Lycées,Privé,0350797B,LPO PR METIER,LYC POLYVAL PRIVE DES METIERS,JEANNE D'ARC,0350797B,LPO PR METIER,LYC POLYVAL PRIVE DES METIERS,JEANNE D'ARC,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11924520129082, -1.6540806074427077",,,486,379,107
2018,Lycées,Privé,0350805K,ECP PR,ECOLE TECHNIQUE PRIVEE,LE COZIC SILVYA TERRADE RENNES,0350805K,ECP PR,ECOLE TECHNIQUE PRIVEE,LE COZIC SILVYA TERRADE RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.1053780777385, -1.652000209421197",,,96,91,5
2018,Écoles paramédicales hors université,Privé,0351601A,IFMK,INST FORM MASSO-KINESITHERAPIE,CHU PONTCHAILLOU RENNES,0351601A,IFMK,INST FORM MASSO-KINESITHERAPIE,CHU PONTCHAILLOU RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.124776359716186, -1.6987197692374079",,,718,470,248
2018,Écoles paramédicales hors université,Public,0350098S,FORM SANTE,CENTRES FORM METIERS SANTE,CHRU PONTCHAILLOU RENNES,0350098S,FORM SANTE,CENTRES FORM METIERS SANTE,CHRU PONTCHAILLOU RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.116772952110914, -1.6957703345558421",,,627,548,79
2018,Écoles paramédicales hors université,Public,0352087D,FORM SANTE,CENTRES FORM METIERS SANTE,CTRE HOSP SPE G REGNIER RENNES,0352087D,FORM SANTE,CENTRES FORM METIERS SANTE,CTRE HOSP SPE G REGNIER RENNES,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11531782496442, -1.6384495254941025",,,265,240,25
2018,Universités,Public,0350936C,U RENNES 1,UNIVERSITE RENNES 1,UNIVERSITE RENNES 1,0350899M,UFR ODONTOLOG,UFR ODONTOLOGIE,UNIVERSITE RENNES 1,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",,,472,251,221
2019,Autres écoles de spécialités diverses,Privé,0351884H,,,,0351884H,,,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,,,,221,103,118
2019,Autres écoles de spécialités diverses,Privé,0352192T,,,,0352192T,,,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,,,,50,1,49
2019,Autres écoles de spécialités diverses,Privé,0352503F,,,,0352503F,,,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,,,,150,2,148
2019,Autres écoles de spécialités diverses,Privé,0352719R,,,,0352719R,,,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.090878710729896, -1.6312196784789788",,,27,15,12
2019,Autres écoles de spécialités diverses,Privé,0352822C,CONT,TOTEM FORMATION,TOTEM FORMATION,0352822C,CONT,TOTEM FORMATION,TOTEM FORMATION,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,"48.1028845523248, -1.6219501300955168",,,49,26,23
2019,Autres écoles de spécialités diverses,Privé,0352937C,,,,0352937C,,,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35051,Cesson-Sévigné,,,,19,5,14
2019,"Écoles de commerce, gestion et vente",Privé,0352354U,EC SUP PR,I H E C F,INSTITUT DES HAUTES ETUDES CO,0352354U,EC SUP PR,I H E C F,INSTITUT DES HAUTES ETUDES CO,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35047,Bruz,"48.04956111131656, -1.7427807565608635",,,54,28,26
2016,Lycées,Public,0350026N,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MACE,0350026N,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MACE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.11708074523634, -1.6702996079259036",,,127,101,26
2016,Lycées,Public,0350028R,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,BREQUIGNY,0350028R,LGT,LYCEE GENERAL ET TECHNOLOGIQUE,BREQUIGNY,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.08457245807521, -1.688419551002567",,,673,406,267
2016,Lycées,Public,0350030T,LPO LYC METIER,LPO LYCEE DES METIERS,PIERRE MENDES FRANCE,0350030T,LPO LYC METIER,LPO LYCEE DES METIERS,PIERRE MENDES FRANCE,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.13456378866646, -1.682469694733497",,,150,15,135
2016,Lycées,Public,0350710G,LG,LYCEE GENERAL,FRANCOIS RENE DE CHATEAUBRIAND,0350710G,LG,LYCEE GENERAL,FRANCOIS RENE DE CHATEAUBRIAND,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.123363322121065, -1.6494796949846537",,,1120,587,533
2016,Universités,Public,0350936C,U RENNES 1,UNIVERSITE RENNES 1,UNIVERSITE RENNES 1,0350697T,IUT RENNES,IUT RENNES,UNIVERSITE RENNES 1,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.12221682828508, -1.6287404076512841",,,1860,691,1169
2016,Universités,Public,0350936C,U RENNES 1,UNIVERSITE RENNES 1,UNIVERSITE RENNES 1,0350699V,IPAG RENNES,IPAG RENNES,UNIVERSITE RENNES 1,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.118360036961136, -1.6674524383967937",,,227,152,75
2016,Universités,Public,0350936C,U RENNES 1,UNIVERSITE RENNES 1,UNIVERSITE RENNES 1,0350899M,UFR ODONTOLOG,UFR ODONTOLOGIE,UNIVERSITE RENNES 1,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.117525814316345, -1.6966705794419807",,,497,258,239
2016,Universités,Public,0350936C,U RENNES 1,UNIVERSITE RENNES 1,UNIVERSITE RENNES 1,0352317D,IEP RENNES,INST ETUD POLITIQUES RENNES,,R53,Bretagne,A14,Rennes,D035,35 - Ille-et-Vilaine,UU35701,Rennes,35238,Rennes,"48.121160332309735, -1.6684861638310517",,,1301,818,483
