Rentrée scolaire,Académie,Code du département,Département,UAI,Nom de l'établissment,Code INSEE de la commune,Nom de la commune,Secteur,IPS
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351823S,ECOLE ELEMENTAIRE PUBLIQUE EUGENE ALLANIC,35131,L HERMITAGE,public,111.1
2021-2022,RENNES,035,ILLE-ET-VILAINE,0351826V,ECOLE PRIMAIRE PRIVEE STE THERESE,35200,MOUTIERS,privé sous contrat,94.0
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352150X,ECOLE ELEMENTAIRE PUBLIQUE TORIGNE,35238,RENNES,public,67.8
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352245A,ECOLE PRIMAIRE PRIVEE STE ANNE,35235,RANNEE,privé sous contrat,93.6
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352324L,ECOLE ELEMENTAIRE PUBLIQUE LE CLOS JOURY,35240,LE RHEU,public,118.8
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352344H,ECOLE PRIMAIRE PRIVEE STE MARIE,35066,CHARTRES DE BRETAGNE,privé sous contrat,127.4
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352433E,ECOLE PRIMAIRE PUBLIQUE ROBERT DOISNEAU,35238,RENNES,public,110.5
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352674S,ECOLE ELEMENTAIRE PUBLIQUE LE VERT BUISSON,35047,BRUZ,public,113.9
2021-2022,RENNES,035,ILLE-ET-VILAINE,0352877M,ECOLE PRIMAIRE PUBLIQUE NELSON MANDELA,35238,RENNES,public,90.4
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352360A,ECOLE PRIMAIRE PRIVEE RAOUL FOLLEREAU,35024,BETTON,privé sous contrat,129.6
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352410E,ECOLE PRIMAIRE PRIVEE ST JEAN BOSCO,35238,RENNES,privé sous contrat,92.2
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352487N,ECOLE PRIMAIRE PRIVEE STE MARIE,35240,LE RHEU,privé sous contrat,128.4
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352517W,ECOLE PRIMAIRE PRIVEE NOTRE DAME DES MIRACLES,35238,RENNES,privé sous contrat,122.1
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352536S,ECOLE PRIMAIRE PUBLIQUE LES MEZIERES,35024,BETTON,public,116.3
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352669L,ECOLE ELEMENTAIRE PUBLIQUE PASCAL LAFAYE,35238,RENNES,public,87.4
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352670M,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,35238,RENNES,public,72.3
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350153B,ECOLE PRIMAIRE PUBLIQUE AUX QUATRE VENTS,35039,BRECE,public,114.2
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350288Y,ECOLE PRIMAIRE PUBLIQUE LE LONG SILLON,35132,HIREL,public,89.4
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350395P,ECOLE PRIMAIRE PUBLIQUE LA FONTAINE,35216,PARTHENAY DE BRETAGNE,public,114.3
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350445U,ECOLE PRIMAIRE PUBLIQUE LES BOSCHAUX,35250,SAINT ARMEL,public,122.6
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350479F,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,35275,SAINT GILLES,public,119.6
2017-2018,RENNES,035,ILLE-ET-VILAINE,0350592D,ECOLE ELEMENTAIRE PUBLIQUE JOSEPH LOTTE,35238,RENNES,public,116.9
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351126J,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35189,MONTGERMONT,privé sous contrat,123.5
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351369Y,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,35275,SAINT GILLES,privé sous contrat,124.9
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351659N,ECOLE PRIMAIRE PUBLIQUE LE VIEUX MUR,35144,LANGAN,public,108.5
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351707R,ECOLE PRIMAIRE PRIVEE ST MARTIN,35204,NOUVOITOU,privé sous contrat,112.0
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351714Y,ECOLE PRIMAIRE PRIVEE ST ARMEL,35238,RENNES,privé sous contrat,75.0
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351806Y,ECOLE ELEMENTAIRE PUBLIQUE LES OMBLAIS,35024,BETTON,public,128.7
2017-2018,RENNES,035,ILLE-ET-VILAINE,0351813F,ECOLE ELEMENTAIRE PUBLIQUE CHAMP L EVEQUE,35047,BRUZ,public,121.7
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352038A,ECOLE ELEMENTAIRE PUBLIQUE LE GRETAY,35196,MORDELLES,public,121.9
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352096N,ECOLE PRIMAIRE PUBLIQUE MONTAUBERT,35150,LECOUSSE,public,112.0
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352140L,ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY,35238,RENNES,public,104.0
2017-2018,RENNES,035,ILLE-ET-VILAINE,0352158F,ECOLE ELEMENTAIRE PUBLIQUE JEAN ROSTAND,35238,RENNES,public,108.8
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350483K,ECOLE ELEMENTAIRE PUBLIQUE PAUL EMILE VICTOR,35278,SAINT GREGOIRE,public,131.4
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350612A,ECOLE ELEMENTAIRE PUBLIQUE JEAN ZAY,35238,RENNES,public,137.6
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350615D,ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN,35238,RENNES,public,103.9
2018-2019,RENNES,035,ILLE-ET-VILAINE,0350619H,ECOLE ELEMENTAIRE PUBLIQUE CHATEAUGIRON LANDRY,35238,RENNES,public,119.9
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350195X,ECOLE PRIMAIRE PUBLIQUE JULES VERNE,35079,CHEVAIGNE,public,130.7
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350294E,ECOLE PRIMAIRE PUBLIQUE HENRI DES,35135,IRODOUER,public,104.5
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350296G,ECOLE ELEMENTAIRE PUBLIQUE LE CHAT PERCHE,35136,JANZE,public,105.2
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350362D,ECOLE ELEMENTAIRE PUBLIQUE GERARD PHILIPE,35189,MONTGERMONT,public,120.0
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350430C,ECOLE PRIMAIRE PUBLIQUE MOIGNE,35240,LE RHEU,public,126.1
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350445U,ECOLE PRIMAIRE PUBLIQUE LES BOSCHAUX,35250,SAINT ARMEL,public,126.9
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350592D,ECOLE ELEMENTAIRE PUBLIQUE JOSEPH LOTTE,35238,RENNES,public,115.9
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350594F,ECOLE ELEMENTAIRE PUBLIQUE CHAMPION DE CICE,35238,RENNES,public,96.8
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350626R,ECOLE ELEMENTAIRE PUBLIQUE CAMILLE CLAUDEL,35238,RENNES,public,128.7
2016-2017,RENNES,035,ILLE-ET-VILAINE,0350627S,ECOLE ELEMENTAIRE PUBLIQUE DUCHESSE ANNE,35238,RENNES,public,132.0
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351022W,ECOLE ELEMENTAIRE PUBLIQUE LA CHESNAYE,35196,MORDELLES,public,116.2
2016-2017,RENNES,035,ILLE-ET-VILAINE,0351025Z,ECOLE ELEMENTAIRE PUBLIQUE JEAN DE LA FONTAINE,35245,ROMILLE,public,113.5
2019-2020,RENNES,035,ILLE-ET-VILAINE,0350173Y,ECOLE PRIMAIRE PUBLIQUE LE CHEMIN NEUF,35058,LA CHAPELLE CHAUSSEE,public,107.1
2019-2020,RENNES,035,ILLE-ET-VILAINE,0350195X,ECOLE PRIMAIRE PUBLIQUE JULES VERNE,35079,CHEVAIGNE,public,130.9
2019-2020,RENNES,035,ILLE-ET-VILAINE,0350294E,ECOLE PRIMAIRE PUBLIQUE HENRI DES,35135,IRODOUER,public,106.3
2019-2020,RENNES,035,ILLE-ET-VILAINE,0350296G,ECOLE ELEMENTAIRE PUBLIQUE LE CHAT PERCHE,35136,JANZE,public,106.2
2019-2020,RENNES,035,ILLE-ET-VILAINE,0350592D,ECOLE ELEMENTAIRE PUBLIQUE JOSEPH LOTTE,35238,RENNES,public,118.3
2019-2020,RENNES,035,ILLE-ET-VILAINE,0350593E,ECOLE ELEMENTAIRE PUBLIQUE ALBERT DE MUN,35238,RENNES,public,135.0
2019-2020,RENNES,035,ILLE-ET-VILAINE,0350615D,ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN,35238,RENNES,public,99.6
2019-2020,RENNES,035,ILLE-ET-VILAINE,0350627S,ECOLE ELEMENTAIRE PUBLIQUE DUCHESSE ANNE,35238,RENNES,public,127.8
2019-2020,RENNES,035,ILLE-ET-VILAINE,0350631W,ECOLE ELEMENTAIRE PUBLIQUE MOULIN DU COMTE,35238,RENNES,public,99.1
2019-2020,RENNES,035,ILLE-ET-VILAINE,0351059L,ECOLE PRIMAIRE PRIVEE ST JOSEPH,35135,IRODOUER,privé sous contrat,110.9
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350173Y,ECOLE PRIMAIRE PUBLIQUE LE CHEMIN NEUF,35058,LA CHAPELLE CHAUSSEE,public,112.2
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350188P,ECOLE PRIMAIRE PUBLIQUE LE CHAT PERCHE,35206,NOYAL CHATILLON SUR SEICHE,public,110.9
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350196Y,ECOLE PRIMAIRE PUBLIQUE ARC EN CIEL,35080,CINTRE,public,117.7
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350445U,ECOLE PRIMAIRE PUBLIQUE LES BOSCHAUX,35250,SAINT ARMEL,public,115.5
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350626R,ECOLE ELEMENTAIRE PUBLIQUE CAMILLE CLAUDEL,35238,RENNES,public,132.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351360N,ECOLE PRIMAIRE PRIVEE ST JEAN,35266,SAINT ERBLON,privé sous contrat,120.4
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351372B,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35278,SAINT GREGOIRE,privé sous contrat,141.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351515G,ECOLE PRIMAIRE PRIVEE ST LAURENT,35238,RENNES,privé sous contrat,91.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351806Y,ECOLE ELEMENTAIRE PUBLIQUE LES OMBLAIS,35024,BETTON,public,129.0
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351809B,ECOLE ELEMENTAIRE PUBLIQUE LA HAYE RENAUD,35024,BETTON,public,133.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352134E,ECOLE ELEMENTAIRE PUBLIQUE GUY GERARD,35210,PACE,public,123.5
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352137H,ECOLE ELEMENTAIRE PUBLIQUE OLYMPE DE GOUGES,35281,SAINT JACQUES DE LA LANDE,public,107.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352241W,ECOLE PRIMAIRE PUBLIQUE JACQUES PREVERT,35047,BRUZ,public,112.3
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352335Y,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,35238,RENNES,privé sous contrat,125.2
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352360A,ECOLE PRIMAIRE PRIVEE RAOUL FOLLEREAU,35024,BETTON,privé sous contrat,132.5
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352390H,ECOLE PRIMAIRE PUBLIQUE ROGER BEAULIEU,35065,LA CHAPELLE THOUARAULT,public,105.8
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352407B,ECOLE PRIMAIRE PRIVEE STE ANNE,35076,CHAVAGNE,privé sous contrat,113.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352410E,ECOLE PRIMAIRE PRIVEE ST JEAN BOSCO,35238,RENNES,privé sous contrat,94.8
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352433E,ECOLE PRIMAIRE PUBLIQUE ROBERT DOISNEAU,35238,RENNES,public,107.8
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352487N,ECOLE PRIMAIRE PRIVEE STE MARIE,35240,LE RHEU,privé sous contrat,122.3
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352536S,ECOLE PRIMAIRE PUBLIQUE LES MEZIERES,35024,BETTON,public,113.8
2020-2021,RENNES,035,ILLE-ET-VILAINE,0352559S,ECOLE PRIMAIRE PUBLIQUE SONIA DELAUNAY,35238,RENNES,public,85.5
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350596H,ECOLE ELEMENTAIRE PUBLIQUE OSCAR LEROUX,35238,RENNES,public,104.6
2020-2021,RENNES,035,ILLE-ET-VILAINE,0350619H,ECOLE ELEMENTAIRE PUBLIQUE CHATEAUGIRON LANDRY,35238,RENNES,public,118.1
2020-2021,RENNES,035,ILLE-ET-VILAINE,0351072A,ECOLE PRIMAIRE PRIVEE NOTRE DAME,35150,LECOUSSE,privé sous contrat,111.4
